id,version,url,title,salary_from,salary_to,experience_from,experience_to,description,company_id,source_id,vector,publicated_at
0,1,https://rabota.sber.ru/search/4219605,Data engineer,,,,,"Data Engineer (Аналитик-разработчик) по направлению Отчетность по Корпоративным Клиентам Сбера
Обязанности
исследование источников данных, участие в доработке модели данных витрин
обеспечение сбора и организация процесса загрузки данных в аналитические системы, включая получение структурированных и не структурированных данных из различных источников, подготовку, очистку и предобработку данных из внешних источников
оптимизация процессов обработки
написание и оптимизация SQL запросов
работа на тестовых средах, прохождение ПСИ, вывод релизов
настройка сценария запуска расчетов
коммуникация с бизнес-подразделениями, сбор бизнес-требований
анализ всех логики сборки в рамках улучшения показателей SLA
регламентный анализ TLA и коммуникации с владельцами витрин – источников по отклонениям.
Требования
хорошее знание SQL (структура хранения, написание продвинутых запросов, оптимизация)
опыт работы хотя бы с одним стеком – Greenplum/Oracle/Hadoop и т.п.
умение работать с Confluence/Jira
опыт работы аналитиком в банковской сфере/телекоме/консалтинге на крупных проектах и координации разных команд
опыт проектирования интеграций нескольких систем
опыт сбора бизнес-требований и написания ТЗ, интервью с заказчиками, умение формализовать требования на функции АС
умение аргументированно обосновывать свое мнение и решения
Будет плюсом:
знания Python
опыт работы с хранилищами данных
понимание банковских продуктов и процессов
Условия
гибкое начало рабочего дня
структуру дохода: оклад + годовой бонус
обучение и возможность развиваться профессионально
заботу о здоровье: ДМС с первого дня и бесплатный фитнес
льготные ставки по потребительским кредитам и ипотеке «ДомКлик»
бесплатная подписка СберПрайм+",0,https://rabota.sber.ru/search,0,2023-10-24
1,1,https://rabota.sber.ru/search/4221748,Data Engineer (кластер Аналитики производственного процесса),,,,,"В кластере Аналитики производственного процесса мы собираем информацию со всех производственных систем и превращаем данные в информацию для принятия решений. Для развития инструментов мы применяем продуктовый подход - проводим качественные и количественные исследования клиентов, часто внедряемся, собираем метрики и проводим открытые демо каждые две недели.
Ищем в команду Data Engineer.

Стек технологий проектов и решений: Python, Airflow, ELK, Kafka, OpenShift, Jenkins, Ansible, PostgreSQL.
Обязанности
Разработка ETL и потоковых пайплайнов
Проектирование архитектуры
Ревью кода
Написание тестов с помощью pytest
Оптимизация производительности

Будет плюсом:
Знакомство с NodeJS
Опыт работы со стеком ELK
Требования
Опыт промышленной разработки от 3-х лет
Владение Python3
Умение тестировать свой код
Уверенное значение SQL
Знание шаблонов проектирования и навык их применения
Желание разбираться в продукте, а не ""просто писать код""
Технический английский
Владение одним из фреймворком fastapi/aiohttp
Условия
Место работ - офис высокого класса с зонами отдыха, а также бесплатные печеньки и кофе, пр. Кутузовский, 32к1
График работы – смешанный (после прохождения испытательного срока), начало рабочего дня определяете вы сами со своим руководителем
Оформление согласно ТК РФ
Мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы
ДМС, страхование жизни
Корпоративная пенсионная программа
Корпоративное обучение за счет компании, а также участие в отраслевых конференциях
Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей
Корпоративный спортзал (фитнес, йога) и скидки в спортзалы-партнеры
Отличная профессиональная команда
Приятная годовая премия",0,https://rabota.sber.ru/search,0,2023-10-24
2,1,https://rabota.sber.ru/search/4175298,data engineer (scala),,,,,"Мы занимаемся интереснейшим проектом CASHFLOW - платформы, созданной для анализа денежных потоков, связанных с выдачей кредитов Юридическим лицам (крупнейшему бизнесу РФ) на базе .NET, scala, Oracle, Postgre с использованием ML-технологий. (в мире таких 3 платформы, включая нашу). Создаем сейчас интегрированный слой детальных данных в DWH Сбера для предметных областей «Кредиты ЮЛ», «Залоги ЮЛ», «Гарантии ЮЛ». И сейчас в поисках коллеги, который в роли Data engineer усилит нашу команду:)
Обязанности
● Разрабатывать ETL-алгоритмы и витрины данных (Apache Spark, Hadoop)
● Оптимизировать и улучшать промышленные решения
● Документировать полученный результат
● Исправлять обнаруженные при эксплуатации дефекты
● Работать в распределенной команде и принимать активное участие в командных церемониях (daily в 10:30, «груминг», планирование спринта)
Требования
·      Умеете работать в Jira и вести разработку в Git
·      Глубоко понимаете принципы распределённой обработки данных
·      Обладаете широким кругозором в СУБД (включая noSQL, key-value и другие)
·      Имеете опыт работы со стеком Hadoop (Hive, oozie, HDFS, YARN etc)
·      Работали с фреймворком Apache Spark или Python и умеете создавать и оптимизировать etl-приложения с его помощью / готовы переходить с python на scala.
Условия
● гибрид/ офисный формат на ваш выбор
● скидка 4% от ставки ипотеки через 6 месяцев работы у нас
● годовая премия с кратными множителями
● красивый и комфортный офис
● Социальный пакет
● дисконт-программы от множества компаний партнеров.",0,https://rabota.sber.ru/search,0,2023-10-19
3,1,https://rabota.sber.ru/search/4226277,Senior Data Scientist (HR Платформа),,,,,"Ищем Senior Data Scientist-а в Блок «Люди и Культура» со специализацией в решении задач в области DL, NLP, ML, RecSys, CV.
Давайте посмотрим примеры задач:
- Дообучение LLM под задачи HR
- Генерация обучающего контента
- Анализ мягких навыков по видео
- Генерация эмбеддингов
- Ранжирование резюме/вакансий в задачах подбора
- Рекомендации образовательного контента
- Прогнозирование оттока и внутренних перемещений
- Распознавание документов и автоматизация рутинных процессов
И другие задачи, которые помогают делать HR процессы Сбера лучше
Какие инструменты мы используем:
Стандартный стек: Python (JupyterLab) + PostgreSQL (GreenPlum)
Обязанности
Моделирование
1. Анализ с бизнес-заказчиками постановки бизнес-задачи и формализованного описания моделируемого бизнес-процесса, определение входных и выходных параметров, целевых показателей качества разрабатываемой модели, частоты и критериев для переобучения модели при необходимости
2. Анализ бизнес-задачи и предложение методов моделирования для решения бизнес-задачи
3. Разработка архитектуры модели и создание прототипа
4. Вывод модели в промышленную эксплуатацию совместно с командой MLOps
5. Разработка документации по модели
6. Сопровождение модели во время промышленной эксплуатации

Определение потребности и готовности данных
1. Подтверждение выполнения требований к данным для перехода к созданию модели
2. Определение требований к перечню, объему и качеству данных, необходимых для решения бизнес-задачи
Управление
1. Наставничество стажеров, Jun/Mid DS-ов
2. Лидирование и продвижение AI-проектов
От кандидата ожидаем
·      Не менее 4 лет в области Data Science, реализованные и внедренные решения
·      Высокий уровень программирования на Python и хорошее знание SQL
·      Знание ML, DL стека Python и ключевых библиотек (PyTorch, Transformers, Diffusers, Pandas, Numpy, др.)
·      Опыт работы в команде и знание инструментов совместной разработки (git, jira и т.п.)
·      Опыт работы со стеком Big Data (GreenPlum, Hadoop) будет плюсом
·      Опыт в Deep learning и NLP, опытв в рекомендательных системах и классическом ML будет плюсом
Что мы готовы предложить Вам:
Наша команда – это Data Scientists, Data Analysts, ML Engineers и Data Engineers, которые вместе решают задачи HR с помощью различных методов анализа данных и искусственного интеллекта. Мы — часть DS сообщества банка, которое всегда в курсе всех новинок в машинном обучении и готово ими поделиться.

- офис в Москвы, отсутствие дресс-кода
- ДМС
- крупнейшее DS&AI community - более 1000 DS банка, включая:
регулярный обмен знаниями, опытом и лучшими практиками
интерактивные лекции и мастер-классы от ведущих ВУЗов и экспертов технологических компаний
дайджест о самых последних разработках в области DS&AI и отчеты с крупнейших конференций мира
регулярные внутренние митапы",0,https://rabota.sber.ru/search,0,2023-11-02
4,1,https://rabota.sber.ru/search/4218904,Data Engineer,,,,,"Мы команда робототехники Центра Робототехники Сбера. Прямо сейчас мы стоим на пороге нового и увлекательного проекта, который объединяет в себе мобильную и манипуляционную робототехнику. Наша цель достаточно амбициозна - создать универсальный мозг для робота, программный стек, который сможет работать с различными подвижными платформами и манипуляторами. При этом робот будет воспринимать команды от человека, сформулированные на естественном языке.

Наша миссия заключается в том, чтобы сделать робототехнику более доступной для людей, устранить препятствия, которые могут возникнуть при внедрении робототехнических комплексов в промышленности, сельском хозяйстве и повседневной жизни.
Обязанности
Участвовать в создании S3 хранилища данных и настройки инструментов для него
Создавать логические Hive-таблицы, слои данных в Postgre
Разрабатывать ETL-пайплайны для сохранения датасетов с различными типами данных (видеоданные, изображения, лидарные данные, геоданные и пр.), пред- и пост-обработки данных, переноса данных, агрегации и т.п.
Разрабатывать библиотеку для работы с данными (например, для фрагментарного доступа к данным и данным целиком)
Разрабатывать процедуры для администрирования, мониторинга и для прочих обвязок БД
Автоматизировать ""ручные"" процессы
Подготавливать docker-образы с ETL
Собирать и фиксировать требования, вести документацию
Поддерживать инфраструктуру (администрирование ETL, поддержка БД, поддержка разработанных фреймворков)
Разрабатывать витрины данных для аналитики (ClickHouse).
Требования
Мы ищем единомышленников, которые разделяют нашу страсть к робототехнике и обладают навыками разработки сервисов для задач, связанных с хранилищем данных и ML.

Необходимые навыки, которые должны быть у кандидатов:
Опыт работы с хранилищами данных S3
Опыт работы с данными (видеоданные, изображения, лидарные данные, геоданные и пр.)
Опыт работы с базами данных PostgreSQL
Опыт работы с Hive Metastore
Опыт построения ETL-пайплайнов (Airflow и др.)
Хорошие знания Spark
Опыт разработки на Python (PySpark, PyArrow и др.)
Знание основных паттернов проектирования, умение выбирать абстракции и писать понятный и поддерживаемый код
Опыт работы с Docker
Хорошее понимание модели MapReduce, алгоритмов и структур данных

Хотя мы ожидаем, что потенциальные кандидаты будут обладать некоторыми из перечисленных качеств, мы также открыты для тех, кто может дополнить нашу команду другими ценными навыками и качествами.

Также плюсом будет:
Open-source проекты
Опыт работы с ClickHouse
Опыт разработки на С++
Опыт доведения R&D до Production
Опыт разработки высоконагруженных ETL, понимание принципов масштабирования и обеспечения отказоустойчивой инфраструктуры
Опыт работы хотя бы с одним из следующих коммуникационных протоколов / брокеров: MQTT, Apache Kafka, RabbitMQ, ZeroMQ, Cyclone DDS
Опыт работы с DevOps, MLOps Опыт работы с ROS1, ROS2, RVIZ
Опыт визуализации данных в Python
Условия
Локация: г. Москва, башня Сбера на Кутузовском к32, работаем из офиса.

Вилка после налогов: обсуждаемо

Плюшки: Годовые бонусы до нескольких окладов, ДМС после трехмесячного испытательного срока, корпоративный спорт-зал, печеньки, роботы :)",0,https://rabota.sber.ru/search,0,2023-10-12
5,1,https://rabota.sber.ru/search/4202157,Senior Data Engineer (SberDevices),,,,,"SberDevices - новое направление компании, которое занимается созданием девайсов для массового пользователя и продуктов на основе речевых и голосовых технологий и многими другими интересными проектами.

Наша команда занимается разработкой платформы, предназначенной для управления данными организации, которая представляет из себя систему для сбора и анализа данных о поведении пользователей на своих и партнерских сайтах, устройствах, и в приложениях. В результате анализа данных, могут быть рассчитаны различные продуктовые метрики и показатели, например, ARPU, LTV, DAU, MAU, WAU, CTR, CPI, CPC, CPA, RR.
Обязанности
Участие в создании инфраструктуры управления корпоративными данными.
Разработка процедур потоковой и пакетной загрузки данных из различных типов внешних источников:
Сырые данные по телеметрии устройств
Сырые данные по активности пользователей
Структурированные источники данных
Разработка процедур обработки и анализа данных.
Разработка процедур доставки обработанных данных в внешние системы.
Разработка процедур контроля качества данных.
Требования
Практический опыт работы со стеком технологий Big Data (Hadoop, Spark/Hive/Hue).
Практический опыт работы с технологиями баз данных (Postgres, MongoDB, Cassandra).
Практический опыт работы с облачными платформами управления данными (Yandex.Cloud, AWS, Mail.ru Cloud Solutions).
Практический опыт участия в проектах по созданию DWH, Data lake, Data management platforms.
Практический опыт разработки и оптимизации запросов к данным на базе SQL, Python.
Практический опыт построения и развития высоконагруженных систем.
Условия
Работа с крупнейшими массивами данных на рынке России.
Амбициозный и дружный коллектив.
Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека.
ДМС, страхование жизни.
Самые инновационные, амбициозные проекты и задачи.
Свободный дресс-код.
Гибкий график для оптимального баланса работы и личной жизни.
Льготные кредиты и корпоративные скидки
Гибкий график, возможна удалёнка.",0,https://rabota.sber.ru/search,0,2023-10-26
6,1,https://rabota.sber.ru/search/4191350,Middle Data Scientist,,,,,"Проект/задачи: Развитие продукта DreamML, фабрика ML моделей.
Если вы хорошо владеете темой ML, увлекаетесь соревнованиями ML, получаете удовлетворение при достижении новых высот в создании качественных моделей и при этом нацелены на развитие лидерских компетенций то эта позиция для вас.
У вам будет своя продуктовая команда и амбициозная задача по созданию лучшего продукта для повышения производительности DS.
Обязанности
Наша команда разрабатывает внутренние платформы и фреймворки для разработки и внедрения моделей машинного обучения. Продукт команды существует два года, имеет несколько десятков пользователей и несколько сотен разработанных на нем моделей. Мы активно продолжаем работать над новыми фичами и релизами, а также занимаемся распространением продукта по банку. Ищем в команду Lead Data Scientist, который будет управлять развитием и распространением продукта, помогать команде внедрять новые фичи, исследовать актуальные подходы к моделированию, взаимодействовать с бизнес-командами, которые разрабатывают, валидируют и проводят регулярный мониторинг разработанных моделей. Продукт находится на стыке классической разработки и AI / ML, поэтому мы приветствует кандидатов как с опытом в разработке, так и в Data-сфере.
Задачи:

Участие в построении и защите плана развития продукта (общая стратегия, квартальное планирование и т.д.), формирование и приоритизация бэклога.
Постановка задач, определение требований к реализации, приемка реализованной функциональности.
Анализ и поиск точек роста, отслеживание и измерение прогресса по продукту.
Управление разработкой и улучшением алгоритмов построения моделей.
Участие в прототипирование / разработки всего pipeline – от подготовки данных до подготовки модельного пакета для внедрения в ПРОМ и мониторинга.
Проведение демо-сессий для действующих и потенциальных заказчиков.
Стек технологий:

Для управления задачами: Confluence, JIRA
Технологический стек: Hadoop, Spark, Hive, GreenPlum, Python.
*
Требования
Ожидания от кандидата:

Опыт работы в качестве Middle DS.
Понимание Agile и роли владельца продукта.
Уверенные знания и практический опыт в области ML: табличные данные, временные ряды.
Будет плюсом:

Опыт реализации проектов в области AI / ML, разработка продуктов на основе AI.
Понимание жизненного цикла AI-решения.
Опыт работы с AutoML-фреймворками.
Навыки презентации и защиты проектов.
Условия
Ипотека выгоднее для каждого сотрудника и льготные условия кредитования
Бесплатная подписка СберПрайм+
Скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и другие
ДМС с первого дня и льготное страхование для близких
Корпоративная пенсионная программа
Курсы для будущих родителей, материальная поддержка и тематическое сообщество для молодых мам
Детский отдых и подарки за счет Компании
Обучение за счет Компании: онлайн курсы в Виртуальной школе Сбера и неограниченный доступ к библиотеке, обучение в Корпоративном университете, тренинги, митапы и возможность получить новую квалификацию
Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей
Скидки на отдых в лучшем в мире курортном комплексе «Mriya Resort & SPA» в Ялте.",0,https://rabota.sber.ru/search,0,2023-10-20
7,6,https://rabota.sber.ru/search/4218630,Senior UX/UI designer,,,,,"Кто мы?
Мы – команда цифровизации клиентских сервисов Сбер Страхование Жизни. Мы строим InsurTech в самой большой компании страхования жизни в стране.

Что мы делаем?
Наша цель – привести страховое обслуживание клиентов в соответствие с их ожиданиями, поэтому прямо сейчас мы идем по пути цифровой трансформации. Мы разрабатываем совершенно новые технологические решения для изменения деятельности всего бизнеса: автоматизация конвейера принятия решения, цифровизация точек контакта с клиентом, интеграция процессов с внешними сервисами, использование AI технологий в принятии решений.
В данный момент мы ищем Lead UX/UI дизайнера, который готов присоединиться к нашей амбициозной команде и встать во главу дизайн направления клиентских сервисов.
Обязанности
Что предлагаем?




Проектировать и разрабатывать лучшие интерфейсы для клиентов и внутренних пользователей
С нуля формировать и развивать дизайн-систему
Лидировать дизайн направление, в том числе привносить новые стандарты, практики и процессы
Проводить кастдев: формулировать гипотезы, вести исследования, анимировать интерфейсы, создавать интерактивные прототипы,
Следить за консистентностью решений дизайнеров других команд экосистемы Сбера
Требования
Опыт работы в продуктовом дизайне и разработке от 5 лет
Уверенное портфолио, которым можно и хочется гордиться
Опыт проектирования интерфейсов под web desktop, web mobile, iOS, Android
Понимание пользователя и его потребностей, умение формулировать задачи в четкие постановки (userstory, jtbd, pov и т.д.)
Полнота креативного и системного мышления
Важным плюсом будет опыт найма и обучения младших коллег по цеху
Условия
Комфортное рабочее место, офис в шаговой доступности от ст. м. Кутузовский проспект
Льготные ипотечные условия кредитования
Бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Мега Маркет, Самокат, Еаптека и другие
ДМС с первого дня и скидки на страхование для близких
Корпоративная пенсионная программа
Детский отдых и подарки за счет Компании
Обучение за счет Компании: онлайн курсы, неограниченный доступ к библиотеке и обучение на базе Корпоративного университета, тренинги, митапы и возможность получить новую квалификацию
Скидки на отдых в курортном комплексе «Mriya Resort & SPA» в Ялте..",0,https://rabota.sber.ru/search,0,2023-10-12
8,1,https://rabota.sber.ru/search/4203255,Senior Data Engineer (SberDevices),,,,,"SberDevices - новое направление компании, которое занимается созданием девайсов для массового пользователя и продуктов на основе речевых и голосовых технологий и многими другими интересными проектами.

Наша команда занимается разработкой платформы, предназначенной для управления данными организации, которая представляет из себя систему для сбора и анализа данных о поведении пользователей на своих и партнерских сайтах, устройствах, и в приложениях. В результате анализа данных, могут быть рассчитаны различные продуктовые метрики и показатели, например, ARPU, LTV, DAU, MAU, WAU, CTR, CPI, CPC, CPA, RR.
Обязанности
Чем предстоит заниматься:


Участие в создании инфраструктуры управления корпоративными данными.
Разработка процедур потоковой и пакетной загрузки данных из различных типов внешних источников:
Сырые данные по телеметрии устройств
Сырые данные по активности пользователей
Структурированные источники данных
Разработка процедур обработки и анализа данных.
Разработка процедур доставки обработанных данных в внешние системы.
Разработка процедур контроля качества данных.
Требования
Профессиональные навыки:


Практический опыт работы со стеком технологий Big Data (Hadoop, Spark/Hive/Hue).
Практический опыт работы с технологиями баз данных (Postgres, MongoDB, Cassandra).
Практический опыт участия в проектах по созданию DWH, Data lake, Data management platforms.
Практический опыт разработки и оптимизации запросов к данным на базе SQL, Python.
Практический опыт построения и развития высоконагруженных систем.
Условия
Что предлагаем:


Работа с крупнейшими массивами данных на рынке России.
Амбициозный и дружный коллектив.
Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека.
ДМС, страхование жизни.
Самые инновационные, амбициозные проекты и задачи.
Свободный дресс-код.
Гибкий график для оптимального баланса работы и личной жизни.
Льготные кредиты и корпоративные скидки
Гибкий график, возможна удалёнка.",0,https://rabota.sber.ru/search,0,2023-10-25
9,1,https://rabota.sber.ru/search/4179704,Team Lead Data Engineer (SberDevices),,,,,"SberDevices - новое направление компании, которое занимается созданием девайсов для массового пользователя и продуктов на основе речевых и голосовых технологий и многими другими интересными проектами.

Наша команда занимается разработкой платформы, предназначенной для управления данными организации, которая представляет из себя систему для сбора и анализа данных о поведении пользователей на своих и партнерских сайтах, устройствах, и в приложениях. В результате анализа данных, могут быть рассчитаны различные продуктовые метрики и показатели, например, ARPU, LTV, DAU, MAU, WAU, CTR, CPI, CPC, CPA, RR.
Обязанности
Участие в создании инфраструктуры управления корпоративными данными.
Разработка процедур потоковой и пакетной загрузки данных из различных типов внешних источников:
Сырые данные по телеметрии устройств
Сырые данные по активности пользователей
Структурированные источники данных
Разработка процедур обработки и анализа данных.
Разработка процедур доставки обработанных данных в внешние системы.
Разработка процедур контроля качества данных.
Требования
Практический опыт работы со стеком технологий Big Data (Hadoop, Spark/Hive/Hue).
Практический опыт работы с технологиями баз данных (Postgres, MongoDB, Cassandra).
Практический опыт работы с облачными платформами управления данными (Yandex.Cloud, AWS, Mail.ru Cloud Solutions).
Практический опыт участия в проектах по созданию DWH, Data lake, Data management platforms.
Практический опыт разработки и оптимизации запросов к данным на базе SQL, Python.
Практический опыт построения и развития высоконагруженных систем.
Условия
Работа с крупнейшими массивами данных на рынке России.
Амбициозный и дружный коллектив.
Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека.
ДМС, страхование жизни.
Самые инновационные, амбициозные проекты и задачи.
Свободный дресс-код.
Гибкий график для оптимального баланса работы и личной жизни.
Льготные кредиты и корпоративные скидки
Гибкий график, возможна удалёнка.",0,https://rabota.sber.ru/search,0,2023-10-26
